a_vel X,a_vel Y,a_vel Z,t
-0.3467456102371216,0.06271086633205414,2.7993414402008057,0
1.124969482421875,-0.8063207268714905,-0.04360229894518852,1
1.961912751197815,-2.0039618015289307,0.04058462008833885,2
1.929438829421997,-3.353275775909424,0.2751327157020569,3
1.630710244178772,-4.295455455780029,0.6244276762008667,4
0.7193246483802795,-4.694794654846191,0.9768209457397461,5
-0.28574520349502563,-4.608292579650879,1.008283257484436,6
-0.9825802445411682,-4.049530982971191,1.1811959743499756,7
-1.362946629524231,-3.1752541065216064,1.392895221710205,8
-1.7148140668869019,-2.688884973526001,1.6905899047851562,9
-1.866136074066162,-2.021240711212158,2.0018222332000732,10
-1.7164009809494019,-1.544700026512146,2.2947287559509277,11
-1.698883295059204,-1.3060789108276367,2.520778179168701,12
-1.8067032098770142,-1.2116612195968628,2.771786689758301,13
-1.8233839273452759,-1.1514155864715576,2.998594045639038,14
-1.6924549341201782,-1.102587103843689,3.273249864578247,15
-1.4946166276931763,-1.1456871032714844,3.611976146697998,16
-1.6871215105056763,-1.277597188949585,3.763547897338867,17
-1.653627634048462,-1.2717150449752808,4.121509552001953,18
-1.7398433685302734,-1.306475281715393,4.457248210906982,19
-1.7014104127883911,-1.1552835702896118,4.938782691955566,20
-1.6885017156600952,-1.0104001760482788,5.435458183288574,21
-1.9488680362701416,-0.752294659614563,5.791562557220459,22
-2.0130934715270996,-0.492694616317749,6.254293441772461,23
-1.8474127054214478,-0.2775971293449402,6.787105083465576,24
-2.1249072551727295,0.09215790033340454,7.063453674316406,25
-1.7959535121917725,0.38576680421829224,7.524208068847656,26
-1.5512787103652954,0.5432532429695129,7.716712951660156,27
-1.4025776386260986,0.7118710875511169,7.900710105895996,28
-0.9370319247245789,0.5732141137123108,7.881337642669678,29
-0.1619395911693573,1.058395504951477,8.093957901000977,30
0.36824682354927063,1.3192929029464722,8.279452323913574,31
1.3581725358963013,1.4475288391113281,8.190760612487793,32
2.0188801288604736,1.8889788389205933,8.302306175231934,33
2.611933946609497,1.4387600421905518,7.9555487632751465,34
2.594897985458374,1.0965356826782227,7.7080464363098145,35
2.2972607612609863,0.46659737825393677,7.410277366638184,36
2.026012420654297,-0.5704784393310547,6.777073860168457,37
1.5834664106369019,-1.429365873336792,6.215237140655518,38
1.1408830881118774,-2.3165395259857178,5.5707902908325195,39
0.7305348515510559,-2.891913414001465,5.070779800415039,40
0.28280946612358093,-3.1089587211608887,4.646155834197998,41
-0.19334717094898224,-2.800967216491699,4.792675971984863,42
-0.036371536552906036,-2.700908660888672,4.456674098968506,43
-0.07685916870832443,-2.6089375019073486,4.47707986831665,44
0.169463112950325,-2.508338212966919,4.438912868499756,45
0.23186849057674408,-2.1343212127685547,4.2093329429626465,46
0.1856062412261963,-1.8967227935791016,4.4588303565979,47
0.6319749355316162,-1.5128231048583984,4.307435035705566,48
0.3174792528152466,-1.3019708395004272,4.451155662536621,49
0.7977865934371948,-1.340615153312683,4.294752597808838,50
0.7015608549118042,-0.825908362865448,4.316979885101318,51
0.37872546911239624,-0.5422565937042236,4.301368713378906,52
0.5471895933151245,-0.4463807940483093,4.227920055389404,53
0.3057636320590973,-0.06675305962562561,4.151961803436279,54
0.43504223227500916,-0.10888569802045822,4.051133155822754,55
0.35718202590942383,0.30452099442481995,3.9928948879241943,56
0.22172635793685913,0.19344288110733032,3.8865854740142822,57
0.29994216561317444,0.4268399477005005,3.782907009124756,58
0.1410093456506729,0.6776444315910339,3.7543256282806396,59
-0.10892059653997421,0.6225677728652954,3.6799910068511963,60
0.0017616655677556992,0.5375368595123291,3.614480972290039,61
-0.7263228893280029,0.5886405110359192,3.509300470352173,62
-0.6319144368171692,0.4740845561027527,3.5554301738739014,63
-0.6206694841384888,0.3713255822658539,3.598259687423706,64
-0.6627848148345947,0.10265026241540909,3.690857410430908,65
-0.616180419921875,0.04143238440155983,3.7769315242767334,66
-0.5277671813964844,0.2092290222644806,3.8183116912841797,67
-0.5838168263435364,-0.03619096800684929,4.012219429016113,68
-0.10237731039524078,0.3257876932621002,4.058945655822754,69
-0.11051633208990097,0.059930894523859024,4.227994918823242,70
0.5449443459510803,-0.04667805880308151,4.485130310058594,71
0.14582902193069458,0.2023933231830597,4.564842224121094,72
0.9497376084327698,0.02388674207031727,4.895371913909912,73
0.3865576982498169,0.23959781229496002,4.975566864013672,74
0.7905378341674805,0.09671518951654434,5.29772424697876,75
0.7859968543052673,0.38976630568504333,5.514429569244385,76
1.14052414894104,0.24458982050418854,5.791435241699219,77
1.153775691986084,0.3663617670536041,5.971773624420166,78
1.249328851699829,0.6930344104766846,6.0692291259765625,79
1.1336301565170288,-0.06388046592473984,6.168326377868652,80
1.0016226768493652,0.4398096799850464,6.337345600128174,81
0.8166254758834839,0.5369133949279785,6.323750972747803,82
0.9442705512046814,-0.11785827577114105,6.248074054718018,83
0.880823016166687,0.10482880473136902,6.322139263153076,84
1.1363528966903687,-0.43984973430633545,6.172531604766846,85
1.026747465133667,-0.49972277879714966,6.099465847015381,86
0.7656781077384949,-0.21319645643234253,6.205560684204102,87
0.9785810112953186,-0.46521297097206116,6.109902381896973,88
0.8648110032081604,-0.357065349817276,5.952983379364014,89
0.9206335544586182,-0.37223610281944275,5.900038719177246,90
0.7552341222763062,-0.24832874536514282,5.879796981811523,91
0.3632473945617676,-0.2887982428073883,5.819006443023682,92
0.4457519054412842,-0.028930261731147766,5.63232421875,93
1.0481077432632446,0.14007417857646942,5.503114223480225,94
1.0074776411056519,-0.004519342444837093,5.552391529083252,95
