X,Y,Z
0.010023743845522404,0.010052603669464588,-0.0
0.009880161844193935,0.010179716162383556,-0.0011833423050120473
0.010197281837463379,0.009942763485014439,-0.0018547528889030218
0.009942328557372093,0.009847712703049183,-0.002529908437281847
0.010028949938714504,0.00966441910713911,-0.0033970752265304327
0.00999775342643261,0.00976418424397707,-0.004735127557069063
0.00990811362862587,0.009712861850857735,-0.006646493449807167
0.009868639521300793,0.009189978241920471,-0.009077110327780247
0.010138234123587608,0.008958072401583195,-0.011762160807847977
0.010116562247276306,0.008493834175169468,-0.014277497306466103
0.010651645250618458,0.007938719354569912,-0.016836613416671753
0.011075392365455627,0.007056124042719603,-0.01891857571899891
0.011884805746376514,0.00638059014454484,-0.020599212497472763
0.013004929758608341,0.0058438521809875965,-0.021819686517119408
0.014263083226978779,0.005086655728518963,-0.02247351035475731
0.016042623668909073,0.004484690260142088,-0.022742722183465958
0.01812821626663208,0.004279492888599634,-0.022348424419760704
0.02035794034600258,0.0037428264040499926,-0.02137916348874569
0.02231045626103878,0.0032964854035526514,-0.020196136087179184
0.02388976328074932,0.0030378871597349644,-0.019138701260089874
0.025179995223879814,0.003280661068856716,-0.01824142411351204
0.026373572647571564,0.003320544958114624,-0.017374662682414055
0.027367567643523216,0.003742887871339917,-0.016527781262993813
0.028421839699149132,0.0038264791946858168,-0.015795018523931503
0.02905465103685856,0.004207718651741743,-0.015166675671935081
0.029762499034404755,0.004208216443657875,-0.014566908590495586
0.03055698238313198,0.004351239651441574,-0.014040995389223099
0.031167274340987206,0.004507469013333321,-0.01352955773472786
0.031579986214637756,0.00438616843894124,-0.013001796789467335
0.0321371890604496,0.0041449302807450294,-0.012529348954558372
0.03245754539966583,0.00398682989180088,-0.012062864378094673
0.03293684124946594,0.003707209834828973,-0.01167283859103918
0.03331596776843071,0.0033189738169312477,-0.011316807940602303
0.03376733884215355,0.0027567867655307055,-0.010993941687047482
0.03429830074310303,0.0021782827097922564,-0.010739029385149479
0.0345224104821682,0.0016502910293638706,-0.010482859797775745
0.03484312817454338,0.0007715648389421403,-0.010277243331074715
0.034980908036231995,0.00015307246940210462,-0.010099462233483791
0.03531509265303612,-0.0005736452294513583,-0.009972278028726578
0.03539641201496124,-0.001536627416498959,-0.009862835519015789
0.035660725086927414,-0.0021637422032654285,-0.009769161231815815
0.035774555057287216,-0.002797543304041028,-0.009664577431976795
0.03571555018424988,-0.0037150357384234667,-0.009556801058351994
0.03619721531867981,-0.004350628238171339,-0.009478144347667694
0.03635956719517708,-0.005213736556470394,-0.009369426406919956
0.03641470521688461,-0.005778620019555092,-0.00920711550861597
0.03658720478415489,-0.006378407124429941,-0.009021686390042305
0.036656688898801804,-0.007043970748782158,-0.008818104863166809
0.03686339408159256,-0.007585287094116211,-0.008591491729021072
0.036994364112615585,-0.008203018456697464,-0.008336334489285946
0.037087514996528625,-0.008574518375098705,-0.008053223602473736
0.03696693852543831,-0.008841654285788536,-0.0077287000603973866
0.03728930652141571,-0.009321984834969044,-0.007419421337544918
0.03738358989357948,-0.009491066448390484,-0.00708311703056097
0.037455976009368896,-0.009705780074000359,-0.006715473253279924
0.03764722868800163,-0.009908769279718399,-0.0063310530968010426
0.03766476362943649,-0.009803122840821743,-0.0059354607947170734
0.03788737580180168,-0.009831766597926617,-0.005533207673579454
0.03785334900021553,-0.009651432745158672,-0.0051199328154325485
0.03783250227570534,-0.009769987314939499,-0.004661325830966234
0.037962768226861954,-0.00937088206410408,-0.004271205049008131
0.03809943422675133,-0.009110908955335617,-0.0038612561766058207
0.03793630376458168,-0.008725772611796856,-0.0034952822607010603
0.037906937301158905,-0.00849231705069542,-0.003079016227275133
0.03799344599246979,-0.00811020378023386,-0.002712027868255973
0.037875331938266754,-0.008015204221010208,-0.0023289253003895283
0.03775176405906677,-0.007572421804070473,-0.0020205150358378887
0.037660520523786545,-0.007448258809745312,-0.0016953253652900457
0.0374617874622345,-0.007081971503794193,-0.0014474689960479736
0.037187494337558746,-0.00677149835973978,-0.0012334667844697833
0.03693316504359245,-0.006808585952967405,-0.0009687847923487425
0.03664958477020264,-0.00653268164023757,-0.0008026578580029309
0.036413274705410004,-0.006431763991713524,-0.0006410251371562481
0.036270931363105774,-0.006416369695216417,-0.0004683570587076247
0.03594766929745674,-0.006229213904589415,-0.00037543062353506684
0.03553200140595436,-0.006481611635535955,-0.00021158851450309157
0.03520645201206207,-0.006678490433841944,-6.127134111011401e-05
0.03472934290766716,-0.006862055044621229,3.4793763916241005e-05
0.03469458967447281,-0.00686465622857213,0.00011893436021637172
0.034230995923280716,-0.007372999098151922,0.00022795252152718604
