drag X,drag Y,drag Z,X_n,Y_n,Z_n,t
0.01502969954162836,6.768910679966211e-05,-0.0,0.0009041826706379652,0.0004475722089409828,0.0023071106988936663,0
0.01480395719408989,8.416353375650942e-05,-0.0001858638133853674,0.007267565932124853,0.00025359564460814,0.0009582528145983815,1
0.014726593159139156,8.29709751997143e-05,-0.00014528109750244766,0.010181162506341934,0.003179594874382019,0.006981490179896355,2
0.014710078947246075,0.0004375506832730025,-2.5998056116804946e-06,0.013744032941758633,0.0071364399045705795,-0.00010602122347336262,3
0.014663727954030037,0.0010064124362543225,0.0001663387520238757,0.016857309266924858,-0.004177483730018139,-0.0031858922448009253,4
0.014871520921587944,0.0014284950448200107,0.0002952797512989491,0.015117015689611435,0.0010333895916119218,-0.0005026445141993463,5
0.014923753216862679,0.0020207029301673174,0.00021846889285370708,0.013781684450805187,5.7314056903123856e-05,0.0009941804455593228,6
0.014543097466230392,0.0023620445281267166,-4.340708073868882e-06,0.015181868337094784,0.001491356873884797,-0.0009693877655081451,7
0.014879968948662281,0.0033863240387290716,-0.0005106177995912731,0.013062307611107826,0.000858816085383296,-0.00011517400707816705,8
0.014611832797527313,0.004123030696064234,-0.0010852807899937034,0.016373762860894203,0.0037036261055618525,0.002230503596365452,9
0.014720444567501545,0.004852295853197575,-0.0018617735477164388,0.022133009508252144,0.0015040396247059107,-0.001085040275938809,10
0.014573024585843086,0.005756671074777842,-0.0026636174879968166,0.0181218683719635,0.008894733153283596,-0.004496995359659195,11
0.014404874294996262,0.006437157280743122,-0.003510233946144581,0.013051521964371204,0.003268064698204398,-0.0055089350789785385,12
0.014425030909478664,0.007094265427440405,-0.004363554995507002,0.015410086140036583,0.0069059631787240505,-0.009022297337651253,13
0.014314201660454273,0.007720754481852055,-0.005120718386024237,0.015968233346939087,0.010310577228665352,-0.0022920898627489805,14
0.01442995946854353,0.008376143872737885,-0.005957706831395626,0.014770535752177238,0.009852822870016098,-0.005100407637655735,15
0.014386670663952827,0.009036553092300892,-0.006642306223511696,0.013488651253283024,0.010687427595257759,-0.00502597913146019,16
0.014143358916044235,0.009707891382277012,-0.007238208316266537,0.01661320962011814,0.009467908181250095,-0.002928332192823291,17
0.014185057953000069,0.010087279602885246,-0.007709989789873362,0.020130710676312447,0.006978531368076801,-0.00917598232626915,18
0.01392271276563406,0.010475645773112774,-0.007903793826699257,0.013756650499999523,0.012396369129419327,-0.006918252445757389,19
0.013895588926970959,0.01116468757390976,-0.008133838884532452,0.017959652468562126,0.008704464882612228,-0.011014692485332489,20
0.013998410664498806,0.011352717876434326,-0.008037383668124676,0.017109155654907227,0.013199876062572002,-0.009136512875556946,21
0.01382787711918354,0.011763667687773705,-0.00788967590779066,0.017845027148723602,0.008038639090955257,-0.010566874407231808,22
0.013759315945208073,0.011999676935374737,-0.0075076851062476635,0.01640663854777813,0.00771201029419899,-0.004105289466679096,23
0.01370862778276205,0.01230071671307087,-0.00712325144559145,0.014912301674485207,0.013656423427164555,-0.009700793772935867,24
0.01368438545614481,0.012290584854781628,-0.006563991773873568,0.014857521280646324,0.012021700851619244,-0.003251721616834402,25
0.013347502797842026,0.012650756165385246,-0.006115368101745844,0.010405240580439568,0.012484988197684288,-0.00684020621702075,26
0.012965000234544277,0.012768728658556938,-0.005595547612756491,0.014332436956465244,0.008814750239253044,-0.007421828340739012,27
0.012715178541839123,0.012868933379650116,-0.0050002834759652615,0.015166869387030602,0.010642345063388348,-0.004649139940738678,28
0.012354959733784199,0.013147947378456593,-0.004484710283577442,0.01309378445148468,0.00990164466202259,-0.0029221735894680023,29
0.011797862127423286,0.013291649520397186,-0.00402979739010334,0.015800777822732925,0.011663012206554413,-0.0019965756218880415,30
