drag X,drag Y,drag Z,X_n,Y_n,Z_n,t
-0.010069075971841812,0.009999849833548069,-0.0,0.0015223748050630093,-0.0007023696671240032,-0.00045806533307768404,0
-0.010045482777059078,0.009975646622478962,8.287379023386165e-05,-0.009186975657939911,0.013629072345793247,-0.0015916575212031603,1
-0.010008037090301514,0.009789638221263885,0.00044916465412825346,-0.011927721090614796,0.01134718768298626,-0.0026827615220099688,2
-0.01007800456136465,0.00943121500313282,0.0010784647893160582,-0.01135273277759552,0.014309304766356945,0.0055828089825809,3
-0.009938989765942097,0.008965138345956802,0.0014229119988158345,-0.005676651373505592,0.009886790998280048,-0.0010325510520488024,4
-0.010353954508900642,0.008419519290328026,0.0016007226658985019,-0.007420245558023453,0.011522749438881874,0.000260109081864357,5
-0.010222452692687511,0.0082888538017869,0.001340952469035983,-0.01313916128128767,0.0058812340721488,-2.996495459228754e-05,6
-0.01032036542892456,0.007745084818452597,0.0009351088083349168,-0.0037899846211075783,0.007199324667453766,0.004966056905686855,7
-0.010300440713763237,0.007590111810714006,5.930744009674527e-05,-0.008680138736963272,0.009545697830617428,0.0009043354075402021,8
-0.010200824588537216,0.007223161403089762,-0.000895440171007067,-0.008327635936439037,0.012018639594316483,0.00011032245674869046,9
-0.010252490639686584,0.007309309206902981,-0.00211706361733377,-0.005339648108929396,0.006839228793978691,-0.0019565983675420284,10
-0.01018229965120554,0.006855621002614498,-0.0033365015406161547,-0.009725617244839668,0.007245526649057865,0.00034804712049663067,11
-0.010315971449017525,0.006810091435909271,-0.004741169046610594,-0.010831736028194427,0.008159235119819641,-0.0031917428132146597,12
-0.010236439295113087,0.00674770213663578,-0.006135159637778997,-0.01309235394001007,0.005429235752671957,-0.007647987455129623,13
-0.009831837378442287,0.006865340285003185,-0.007432297337800264,-0.012484502047300339,0.006563822738826275,-0.002365001942962408,14
-0.009734966792166233,0.006834194529801607,-0.008828590624034405,-0.012278896756470203,0.008770369924604893,-0.0064806207083165646,15
-0.00961885042488575,0.007089287042617798,-0.010151081718504429,-0.009460755623877048,0.006657150108367205,-0.011392024345695972,16
-0.009166502393782139,0.007276789750903845,-0.0112082464620471,-0.0045942580327391624,0.00536139914765954,-0.009012551046907902,17
-0.008687020279467106,0.007508562412112951,-0.012217466719448566,-0.007281326223164797,0.00474144984036684,-0.008938326500356197,18
