moment X,moment Y,moment Z,t
-0.0003901068412233144,-0.0010000019101426005,-0.0007434003637172282,0
0.000912841409444809,0.00012221904762554914,-0.0005575056420639157,1
0.0001839415926951915,0.0002481838455423713,-0.0005553044029511511,2
-0.00014266258222050965,-4.431261550053023e-05,-0.0004979512887075543,3
9.40193422138691e-05,-0.00018066568009089679,-0.0003784133878070861,4
7.384085620287806e-05,4.99665220559109e-05,-0.00039793431642465293,5
1.0740368452388793e-06,0.0002147668565157801,-0.00038631612551398575,6
-0.00018315708439331502,0.00015709242143202573,-0.00032060767989605665,7
-4.464366065803915e-05,-2.687641062948387e-05,2.28412454816862e-06,8
-4.6679837396368384e-05,0.00038076870259828866,2.241954098280985e-05,9
-7.724291208432987e-05,7.946147525217384e-05,0.0001631535415071994,10
-0.0002504102885723114,0.0003269455919507891,6.596802268177271e-05,11
-0.00017813401063904166,0.0001831316767493263,0.00026465492555871606,12
-0.00011340500350343063,0.00011071664630435407,0.00030911207431927323,13
-1.1262003681622446e-05,0.00016015287837944925,0.0002994813257828355,14
-0.0002699509495869279,0.00028213372570462525,0.0003711286117322743,15
-0.00015197752509266138,0.0002305570524185896,0.0004683827864937484,16
3.0684281227877364e-05,0.00023156189126893878,0.00040389722562395036,17
-6.267082062549889e-05,8.034447091631591e-05,0.0005052615306340158,18
-0.00018546704086475074,0.0002821439120452851,0.0004436126328073442,19
-4.301105946069583e-05,8.32396253827028e-05,0.00023516715737059712,20
-0.00010344965266995132,-1.2461941878427751e-05,4.157416333328001e-05,21
6.180349009810016e-05,-0.00014375077444128692,0.00011893014016095549,22
3.724759153556079e-05,-0.00010630070028128102,0.00023340011830441654,23
1.9456399968476035e-05,-3.082201874349266e-05,0.0001728618808556348,24
-1.0366041351517197e-05,-0.0001469231938244775,0.00020787588437087834,25
-7.890306005720049e-05,-1.5669546655772137e-06,0.00014492789341602474,26
-0.00017348234541714191,-3.2838984225236345e-06,-6.480506272055209e-05,27
-6.307882722467184e-05,-0.00012458158016670495,2.0297036826377735e-05,28
-4.988078217138536e-06,-7.127409480744973e-05,-6.7630156991072e-05,29
-0.0001865559897851199,-0.00022239093959797174,-0.00027304631657898426,30
0.0001562074467074126,-0.00019143529061693698,-0.00028034832212142646,31
1.9338185666128993e-05,-0.00035446370020508766,-0.0002538526023272425,32
2.0209025024087168e-05,-0.00023782714561093599,-0.0003772835771087557,33
0.00011812207230832428,-0.00030522444285452366,-0.00043572185677476227,34
-0.0001217370736412704,-0.0003408369957469404,-0.0005800302023999393,35
0.0001833818096201867,-0.00018876387912314385,-0.000596437428612262,36
0.00040442723548039794,-0.00033568948856554925,-0.0004943982930853963,37
0.00013547163689509034,-0.00020142535504419357,-0.0004602117114700377,38
-3.474458208074793e-05,0.00016070684068836272,-0.00013038917677477002,39
-5.917769158259034e-06,0.00013037289318162948,-0.00019925124070141464,40
-0.00025418397854082286,0.0002607897331472486,-9.284946281695738e-05,41
1.0803701115946751e-05,0.00017507793381810188,5.591872468357906e-05,42
-5.789137867395766e-05,0.00021685978572349995,3.779709368245676e-05,43
3.548170207068324e-05,0.00017790989659260958,0.00013366610801313072,44
-0.00027203100034967065,0.0001348139048786834,4.8299891204806045e-05,45
-0.00018256317707709968,0.00016296631656587124,8.31339493743144e-05,46
-1.563851401442662e-05,0.00018871754582505673,0.00018080671725329012,47
-9.577646414982155e-05,1.2961928405275103e-05,0.0001376991713186726,48
2.3206373953144066e-05,0.0002760422939900309,0.0004296395927667618,49
-9.587112435838208e-05,0.00012545575737021863,0.0003389650082681328,50
-4.808629455510527e-05,0.00014190725050866604,0.00046852556988596916,51
-0.00021618504251819104,8.799132046988234e-05,0.0003967074444517493,52
-0.0001872515131253749,0.00019459538452792913,0.0004516035842243582,53
-8.373077434953302e-05,0.00017837955965660512,0.0003258693031966686,54
5.3902713261777535e-05,-6.072281394153833e-06,0.0003298807132523507,55
-4.223856012686156e-05,1.3173877960070968e-05,0.00038436418981291354,56
-0.00021529228251893073,-7.216789299491211e-07,0.00025599796208553016,57
-0.00015600479673594236,5.31275145476684e-05,0.00019308339687995613,58
-0.00021865125745534897,-2.739417141128797e-05,0.0004456954775378108,59
0.00017283226770814508,3.365259908605367e-05,0.00033997325226664543,60
-4.1850547859212384e-05,-3.946762080886401e-05,8.903281559469178e-05,61
8.022860129131004e-05,-0.00026810914278030396,0.00015543712652288377,62
-0.00019401188183110207,-0.00015901429287623614,-0.00019591291493270546,63
5.529967529582791e-05,-0.0002370382280787453,0.00013871656847186387,64
-0.00028248928720131516,-0.00011154937965329736,-0.0001253266673302278,65
-1.7190102880704217e-05,-7.016076415311545e-05,1.9021108528249897e-05,66
6.699980440316722e-05,-0.00014833590830676258,-0.0001316256239078939,67
-0.00017038406804203987,-0.00027084955945611,-0.00021055353863630444,68
-1.289598185394425e-05,-0.00011948929022764787,-0.00023871537996456027,69
2.7170590328751132e-05,-0.00024331104941666126,-0.0003288392908871174,70
0.00014483161794487387,-0.00029638581327162683,-0.0003307089500594884,71
-9.504195986664854e-06,-0.00023589283227920532,-0.00025626301066949964,72
4.589611853589304e-05,-0.0003082242328673601,-0.0004592727345880121,73
6.915580161148682e-05,-0.00020478179794736207,-0.00043648280552588403,74
-0.00018792007176671177,-0.00015389024338219315,-0.0003977192100137472,75
6.117450539022684e-05,-9.789771866053343e-06,-0.0003126242954749614,76
0.000336266792146489,-0.00015887818881310523,-0.00040751975029706955,77
-0.0006613644654862583,-5.6956701882882044e-05,-0.0002718036703299731,78
0.00016923673683777452,0.00016570842126384377,-0.0003094480780418962,79
0.0005423272377811372,-0.00012075009726686403,-0.0003303644771222025,80
-0.0004613921919371933,5.2814404625678435e-05,-0.0003139774489682168,81
0.0001946588308783248,0.00017563047003932297,7.249656482599676e-05,82
-0.0003600921481847763,0.00018348076264373958,-9.40570462262258e-05,83
0.00025235029170289636,0.00012080380111001432,2.81600805465132e-05,84
-0.00011226812057429925,0.00019529403652995825,8.727718523005024e-05,85
-0.0002068335161311552,0.00011011833703378215,0.0001381499314447865,86
-0.0001811136316973716,0.00011392683518351987,0.0001494187890784815,87
-6.64679246256128e-05,8.310520934173837e-05,0.00034318683901801705,88
