total thrust f,t
0.28193897008895874,0
0.2485118806362152,1
0.21447736024856567,2
0.1840491145849228,3
0.22361212968826294,4
0.25256508588790894,5
0.2833605706691742,6
0.30857136845588684,7
0.3287723660469055,8
0.3672848343849182,9
0.3875928819179535,10
0.41636350750923157,11
0.4182237386703491,12
0.42010098695755005,13
0.41337206959724426,14
0.4406348466873169,15
0.4052027463912964,16
0.38948535919189453,17
0.3641332685947418,18
0.3682510554790497,19
0.34845003485679626,20
0.31532004475593567,21
0.287506639957428,22
0.26850008964538574,23
0.2176881581544876,24
0.24375101923942566,25
0.22378332912921906,26
0.2157481163740158,27
0.18946294486522675,28
0.17650525271892548,29
0.16952389478683472,30
0.17699889838695526,31
0.17996223270893097,32
0.1834118813276291,33
0.22166353464126587,34
0.2118985503911972,35
0.2109968215227127,36
0.24185283482074738,37
0.24174749851226807,38
0.22832314670085907,39
0.3208306133747101,40
0.3180874288082123,41
0.3326107859611511,42
0.33822935819625854,43
0.3389376401901245,44
0.3501484990119934,45
0.3742724061012268,46
0.34284859895706177,47
0.3358481526374817,48
0.34102004766464233,49
0.3447697162628174,50
0.35965850949287415,51
0.2988770306110382,52
0.3139238953590393,53
0.30111488699913025,54
0.2559348940849304,55
0.23068556189537048,56
0.2432725876569748,57
0.24179773032665253,58
0.22823670506477356,59
0.21168163418769836,60
0.2217392474412918,61
0.21005888283252716,62
0.15683555603027344,63
0.15115825831890106,64
0.18127411603927612,65
0.20118311047554016,66
0.17067262530326843,67
0.13909372687339783,68
0.17494094371795654,69
0.21291816234588623,70
0.18032589554786682,71
0.21910378336906433,72
0.2590976655483246,73
0.2626190185546875,74
0.30845946073532104,75
0.2881671190261841,76
0.2980944514274597,77
0.32481837272644043,78
0.3213818669319153,79
0.33175623416900635,80
0.3200704753398895,81
0.36931607127189636,82
0.36098456382751465,83
0.34832191467285156,84
0.35571444034576416,85
0.3466053307056427,86
0.3938763439655304,87
0.34627190232276917,88
0.3438014090061188,89
0.3209734559059143,90
0.34475570917129517,91
0.36645105481147766,92
0.2676528990268707,93
0.27918094396591187,94
0.3216782212257385,95
0.2667519152164459,96
0.24729768931865692,97
0.24441447854042053,98
0.23708806931972504,99
0.24660515785217285,100
0.25043919682502747,101
0.1822517365217209,102
0.22479699552059174,103
0.2249087542295456,104
0.22673536837100983,105
0.1799142062664032,106
0.2220546454191208,107
0.2299000769853592,108
0.2312975972890854,109
0.24342775344848633,110
0.267971396446228,111
0.24596402049064636,112
0.24715101718902588,113
0.26057618856430054,114
0.30686429142951965,115
0.2903757393360138,116
0.32595503330230713,117
0.2999137341976166,118
0.2900921106338501,119
0.3265235424041748,120
0.331397145986557,121
0.3445679247379303,122
0.34247729182243347,123
0.3323146104812622,124
0.350076824426651,125
0.32198411226272583,126
0.32602664828300476,127
0.33369743824005127,128
0.34161266684532166,129
0.3669639229774475,130
0.32225969433784485,131
0.30820193886756897,132
0.3261900544166565,133
0.30763494968414307,134
0.2776913344860077,135
0.2950038015842438,136
0.3156319260597229,137
0.2841697037220001,138
0.2623995244503021,139
0.31286507844924927,140
0.25723761320114136,141
0.21195508539676666,142
0.2574745714664459,143
0.2371467500925064,144
0.25539630651474,145
0.25985953211784363,146
0.268797367811203,147
0.2779095768928528,148
0.26412075757980347,149
0.2554023563861847,150
0.26189789175987244,151
0.27100008726119995,152
0.24858231842517853,153
0.24494075775146484,154
0.27476468682289124,155
0.2912135422229767,156
0.2759116291999817,157
0.3113701343536377,158
0.29704466462135315,159
0.3211042881011963,160
0.29925423860549927,161
0.24570128321647644,162
0.2784899175167084,163
0.28885921835899353,164
0.2570953667163849,165
0.31643447279930115,166
0.30280569195747375,167
0.3091268539428711,168
0.26741379499435425,169
0.3072470426559448,170
0.2639355957508087,171
0.29048311710357666,172
0.27449294924736023,173
0.276115745306015,174
0.25386202335357666,175
0.28810134530067444,176
0.2850266993045807,177
0.2732413709163666,178
0.29676130414009094,179
0.2714076042175293,180
0.2433312088251114,181
0.2930404841899872,182
0.292473703622818,183
0.3016461730003357,184
0.2898198664188385,185
0.29828205704689026,186
0.302639901638031,187
0.30730196833610535,188
0.2845790684223175,189
0.2812330722808838,190
0.28368258476257324,191
0.2921426296234131,192
0.26830288767814636,193
0.2434132695198059,194
0.3056972920894623,195
0.2978624999523163,196
0.31507590413093567,197
0.27667275071144104,198
0.26887524127960205,199
0.30084705352783203,200
0.323272168636322,201
0.27708423137664795,202
0.29208993911743164,203
0.28028878569602966,204
0.2691400647163391,205
0.24735426902770996,206
0.2367238700389862,207
0.26173773407936096,208
0.26630011200904846,209
0.2776464521884918,210
0.2838040292263031,211
0.26810169219970703,212
0.26407524943351746,213
0.2633759379386902,214
0.2645311653614044,215
0.2995232343673706,216
0.2717511057853699,217
0.23124632239341736,218
0.25127631425857544,219
0.2577967345714569,220
0.2455594539642334,221
0.22330093383789062,222
0.253684401512146,223
0.24565234780311584,224
0.25682148337364197,225
0.2564256191253662,226
0.2735939025878906,227
0.26882192492485046,228
0.2654135525226593,229
0.27804774045944214,230
0.23617732524871826,231
0.2749912738800049,232
0.2592068910598755,233
0.275478333234787,234
0.23157699406147003,235
0.2658165395259857,236
0.2847193479537964,237
0.2313539981842041,238
0.26681452989578247,239
0.2930023670196533,240
0.25572630763053894,241
0.2738255262374878,242
0.26961514353752136,243
0.29492267966270447,244
0.3019314408302307,245
0.2888510525226593,246
0.28055816888809204,247
0.2978039085865021,248
0.27405276894569397,249
0.2853752672672272,250
0.287065714597702,251
0.29882732033729553,252
0.28057873249053955,253
0.2931782603263855,254
