T1,T2,T3,T4,t
0.09612482041120529,0.08130049705505371,0.1138778105378151,0.10539707541465759,0
0.043806493282318115,0.10956570506095886,0.08302189409732819,0.12772466242313385,1
0.037470005452632904,0.1280096173286438,0.06772984564304352,0.12768369913101196,2
0.05213862657546997,0.12977875769138336,0.05669719725847244,0.1129334419965744,3
0.06530594825744629,0.12717095017433167,0.06331753730773926,0.10663911700248718,4
0.06892324239015579,0.1297484040260315,0.05752015858888626,0.11105818301439285,5
0.08822949230670929,0.11537471413612366,0.07726612687110901,0.10867522656917572,6
0.09118924289941788,0.10869094729423523,0.07685355842113495,0.10573795437812805,7
0.07542844861745834,0.11965832114219666,0.0621495321393013,0.11499887704849243,8
0.09208022803068161,0.0989624410867691,0.08331087231636047,0.10460098087787628,9
0.08572819828987122,0.10341974347829819,0.08074571192264557,0.10764896124601364,10
0.08759289234876633,0.09825390577316284,0.08655955642461777,0.10395817458629608,11
0.08095657825469971,0.09712009876966476,0.08223099261522293,0.10017067939043045,12
0.07631504535675049,0.0999303013086319,0.07767416536808014,0.10016494989395142,13
0.07761330157518387,0.09889809787273407,0.08047515898942947,0.10170650482177734,14
0.06958228349685669,0.09901442378759384,0.07553599774837494,0.10014726966619492,15
0.06663890182971954,0.10320127755403519,0.06936642527580261,0.10336411744356155,16
0.06868986785411835,0.10409609973430634,0.07384113222360611,0.11016133427619934,17
0.0687299594283104,0.10832519084215164,0.06943947821855545,0.1125989779829979,18
0.059815604239702225,0.1165630966424942,0.06091604009270668,0.12066076695919037,19
0.06211896985769272,0.11734536290168762,0.06296349316835403,0.12410512566566467,20
0.07529253512620926,0.11650228500366211,0.07803916186094284,0.1285880208015442,21
0.07674446702003479,0.1163845807313919,0.07631940394639969,0.12570850551128387,22
0.08182830363512039,0.10764520615339279,0.10590872168540955,0.11922801285982132,23
0.08538126945495605,0.12038056552410126,0.08084125816822052,0.12718340754508972,24
0.09975758194923401,0.10356845706701279,0.11960719525814056,0.1110725924372673,25
0.10210232436656952,0.10174494981765747,0.1130034402012825,0.10521179437637329,26
0.10639423131942749,0.10308395326137543,0.11832783371210098,0.10541640222072601,27
0.11417380720376968,0.09783214330673218,0.13090026378631592,0.09876956045627594,28
0.11618092656135559,0.10101780295372009,0.1277688443660736,0.09953606128692627,29
0.10791275650262833,0.10816369205713272,0.11746872216463089,0.09472108632326126,30
0.10059179365634918,0.10704120248556137,0.12071451544761658,0.0855775699019432,31
0.0958208441734314,0.11528391391038895,0.11503197252750397,0.09348303824663162,32
0.09285957366228104,0.12807831168174744,0.10245147347450256,0.10596402734518051,33
0.08426932990550995,0.14259710907936096,0.0945485457777977,0.1159038245677948,34
0.08641115576028824,0.14218980073928833,0.08857478946447372,0.11788580566644669,35
0.10528314858675003,0.13699795305728912,0.08702738583087921,0.1313440054655075,36
0.10182367265224457,0.13466063141822815,0.09764298051595688,0.12877090275287628,37
0.11217144876718521,0.11389053612947464,0.10494963079690933,0.11685235053300858,38
0.11927159130573273,0.10200421512126923,0.11214832216501236,0.11110588908195496,39
0.11450187861919403,0.08641239255666733,0.11893461644649506,0.09339014440774918,40
0.11768845468759537,0.07692540436983109,0.11290298402309418,0.0935744121670723,41
0.09310293942689896,0.07578391581773758,0.1169402003288269,0.07576914876699448,42
0.110576331615448,0.05077853053808212,0.10612940043210983,0.06398747116327286,43
0.07823371142148972,0.05934715270996094,0.10426757484674454,0.05546489357948303,44
0.06276154518127441,0.0673975870013237,0.07685273885726929,0.05355170741677284,45
0.0644509568810463,0.0637294203042984,0.07404554635286331,0.059855133295059204,46
0.06117016449570656,0.06602413952350616,0.06644608080387115,0.0486891083419323,47
0.06586222350597382,0.053560927510261536,0.07763111591339111,0.03988228365778923,48
0.06444370001554489,0.06431902199983597,0.06515568494796753,0.048624858260154724,49
