l_vel X,l_vel Y,l_vel Z,t
-0.19285045564174652,-0.7404302954673767,0.04356938600540161,0
-0.00592338852584362,0.008881831541657448,0.07690171152353287,1
-0.012805003672838211,0.01189369522035122,0.144409641623497,2
-0.030876481905579567,0.0030544635374099016,0.20246271789073944,3
-0.07968474179506302,-0.01838797703385353,0.2717899978160858,4
-0.16557154059410095,-0.045975878834724426,0.33141592144966125,5
-0.2873202860355377,-0.07605433464050293,0.39593568444252014,6
-0.42848214507102966,-0.10354222357273102,0.4413829743862152,7
-0.5863110423088074,-0.12816958129405975,0.48341554403305054,8
-0.7484675049781799,-0.15072378516197205,0.5174776315689087,9
-0.912207305431366,-0.17132174968719482,0.5472626090049744,10
-1.0731260776519775,-0.1913650631904602,0.5723830461502075,11
-1.2347596883773804,-0.21149174869060516,0.5964615345001221,12
-1.3937245607376099,-0.23297564685344696,0.616737961769104,13
-1.5457735061645508,-0.2559790313243866,0.6272850632667542,14
-1.699439287185669,-0.28188756108283997,0.6379533410072327,15
-1.8494658470153809,-0.30982697010040283,0.6409363150596619,16
-2.0036234855651855,-0.3441886901855469,0.6450186967849731,17
-2.1575987339019775,-0.383438378572464,0.6459144949913025,18
-2.3132848739624023,-0.43260806798934937,0.6471681594848633,19
-2.474722385406494,-0.49531903862953186,0.6556960344314575,20
-2.631035089492798,-0.5674464702606201,0.6639125943183899,21
-2.780548334121704,-0.6534398794174194,0.6728353500366211,22
-2.9248836040496826,-0.757765531539917,0.6911525726318359,23
-3.0547516345977783,-0.8793649673461914,0.7145153880119324,24
-3.1639952659606934,-1.0176647901535034,0.7418631911277771,25
-3.2487006187438965,-1.1674529314041138,0.7789438366889954,26
-3.3002872467041016,-1.3187230825424194,0.8109052777290344,27
-3.322258234024048,-1.4762626886367798,0.8524114489555359,28
-3.31242036819458,-1.6263948678970337,0.8929154872894287,29
-3.2716455459594727,-1.773137092590332,0.9354941844940186,30
-3.199672222137451,-1.9153728485107422,0.979030191898346,31
-3.0975875854492188,-2.0474295616149902,1.0162169933319092,32
-2.9653162956237793,-2.17120361328125,1.0485069751739502,33
-2.8065712451934814,-2.281255006790161,1.0663223266601562,34
-2.613986015319824,-2.3857150077819824,1.0791089534759521,35
-2.397714614868164,-2.4745588302612305,1.0788989067077637,36
-2.1653058528900146,-2.5436928272247314,1.0677313804626465,37
-1.9318273067474365,-2.59039044380188,1.0474542379379272,38
-1.710192084312439,-2.613142967224121,1.016545295715332,39
-1.495074987411499,-2.6163618564605713,0.988853394985199,40
-1.307554006576538,-2.601651668548584,0.9555292725563049,41
-1.1418768167495728,-2.5727498531341553,0.9207724332809448,42
-1.0063387155532837,-2.5301296710968018,0.8751413226127625,43
-0.8927562832832336,-2.4800162315368652,0.8254543542861938,44
-0.8025117516517639,-2.424469232559204,0.7688343524932861,45
-0.7219498753547668,-2.3584837913513184,0.7202440500259399,46
-0.6670589447021484,-2.29797625541687,0.6524043083190918,47
-0.608832597732544,-2.21820068359375,0.6163982152938843,48
-0.5710886716842651,-2.1457791328430176,0.5631986856460571,49
-0.5422930717468262,-2.070037364959717,0.5168220400810242,50
-0.5268460512161255,-1.9988198280334473,0.4584689140319824,51
-0.5157997608184814,-1.9241853952407837,0.41183242201805115,52
-0.5097692012786865,-1.8396803140640259,0.38542473316192627,53
-0.5116556286811829,-1.7649781703948975,0.3436652421951294,54
-0.5166208148002625,-1.6860965490341187,0.31436073780059814,55
-0.5269808769226074,-1.611562728881836,0.27728167176246643,56
-0.5375101566314697,-1.5294748544692993,0.2611689567565918,57
-0.5530123114585876,-1.455878496170044,0.22864171862602234,58
-0.5700308084487915,-1.3787415027618408,0.20660226047039032,59
-0.5885195136070251,-1.296025037765503,0.19683745503425598,60
-0.6111899018287659,-1.2199864387512207,0.17376424372196198,61
-0.6331947445869446,-1.1445131301879883,0.15505516529083252,62
-0.6595901250839233,-1.0598605871200562,0.1540261209011078,63
-0.6901224255561829,-0.9772248268127441,0.15165312588214874,64
-0.7241199612617493,-0.896864652633667,0.14742827415466309,65
-0.7643030285835266,-0.8179857134819031,0.14757247269153595,66
-0.8045148253440857,-0.7400188446044922,0.1519060581922531,67
-0.8516039848327637,-0.6624003648757935,0.16807664930820465,68
-0.9007828831672668,-0.5951151847839355,0.1744588017463684,69
-0.9606902003288269,-0.5275556445121765,0.2056298702955246,70
-1.022405982017517,-0.4774545133113861,0.22189535200595856,71
-1.0894880294799805,-0.43441012501716614,0.25115641951560974,72
-1.1513828039169312,-0.4054003059864044,0.2762746810913086,73
-1.2140727043151855,-0.38744521141052246,0.30976104736328125,74
-1.2744451761245728,-0.38209259510040283,0.3491854667663574,75
-1.3257191181182861,-0.39080965518951416,0.37999242544174194,76
-1.3667043447494507,-0.4092847406864166,0.39771711826324463,77
-1.3989723920822144,-0.4407671093940735,0.426950067281723,78
-1.4205631017684937,-0.4790685772895813,0.43784093856811523,79
-1.4344580173492432,-0.5310190916061401,0.4756736159324646,80
-1.433889627456665,-0.5781649351119995,0.4665694534778595,81
-1.4238260984420776,-0.6325654983520508,0.4731377065181732,82
-1.4033889770507812,-0.6926385164260864,0.4806946814060211,83
-1.3726314306259155,-0.7576532363891602,0.49529334902763367,84
-1.3323734998703003,-0.8189560770988464,0.49431031942367554,85
-1.2834978103637695,-0.8800921440124512,0.48834046721458435,86
-1.2235971689224243,-0.9453163146972656,0.4862324893474579,87
-1.1551011800765991,-1.0076408386230469,0.4783647060394287,88
-1.0776034593582153,-1.0672836303710938,0.4674742817878723,89
-0.9933532476425171,-1.1210354566574097,0.45253986120224,90
-0.8993131518363953,-1.1713190078735352,0.4373410642147064,91
-0.7947357296943665,-1.2165355682373047,0.4265749752521515,92
-0.6934740543365479,-1.2468547821044922,0.3994341790676117,93
-0.575599730014801,-1.272377848625183,0.38726702332496643,94
-0.47021591663360596,-1.2822436094284058,0.3519829213619232,95
-0.3568410575389862,-1.2813235521316528,0.32768508791923523,96
-0.2519066631793976,-1.2685543298721313,0.2971314489841461,97
-0.14826469123363495,-1.244128942489624,0.2683418393135071,98
-0.052661146968603134,-1.2091562747955322,0.23255901038646698,99
0.0457184873521328,-1.1629412174224854,0.21055497229099274,100
0.1257130205631256,-1.109691858291626,0.1716771125793457,101
0.20551042258739471,-1.045709490776062,0.14839085936546326,102
0.27359139919281006,-0.9774510264396667,0.11871471256017685,103
0.3320777714252472,-0.9036975502967834,0.08889653533697128,104
0.3764183223247528,-0.8256466388702393,0.05052743852138519,105
0.42159605026245117,-0.739023745059967,0.032276105135679245,106
0.455183744430542,-0.6498674750328064,0.009713382460176945,107
0.47787976264953613,-0.5616523623466492,-0.01986413076519966,108
0.49314212799072266,-0.47120827436447144,-0.04189473018050194,109
0.5017737150192261,-0.3797249495983124,-0.05936271697282791,110
0.5041677355766296,-0.2849314212799072,-0.062227342277765274,111
0.4946342408657074,-0.20162586867809296,-0.08625927567481995,112
0.4788879454135895,-0.11324084550142288,-0.09259416162967682,113
0.4565555453300476,-0.0274825319647789,-0.09287627041339874,114
0.4290836751461029,0.04908318445086479,-0.10063741356134415,115
0.39505264163017273,0.12642128765583038,-0.09927234798669815,116
0.3550178110599518,0.1983831375837326,-0.09433870017528534,117
0.31020671129226685,0.26289036870002747,-0.09335383027791977,118
0.2617071866989136,0.3197319209575653,-0.09353254735469818,119
0.20983539521694183,0.3709934949874878,-0.08421823382377625,120
0.1561669260263443,0.41333410143852234,-0.08035837113857269,121
0.10012159496545792,0.4474380314350128,-0.07519027590751648,122
0.04178909957408905,0.4742834270000458,-0.07095493376255035,123
-0.021960655227303505,0.4976653754711151,-0.04854483902454376,124
-0.08827228844165802,0.514965832233429,-0.02180197276175022,125
-0.14946860074996948,0.5229794979095459,-0.010017386637628078,126
-0.21087341010570526,0.5245940685272217,0.006544222589582205,127
-0.27451133728027344,0.5198495388031006,0.027679670602083206,128
-0.33887434005737305,0.5061171650886536,0.05998893827199936,129
-0.39869946241378784,0.48467084765434265,0.08033739030361176,130
-0.45423856377601624,0.45729249715805054,0.09547198563814163,131
-0.5124623775482178,0.4228600561618805,0.12268576771020889,132
-0.5629403591156006,0.38353604078292847,0.13618364930152893,133
-0.6116741895675659,0.3371167778968811,0.15944476425647736,134
-0.6561859250068665,0.2839934825897217,0.1842152625322342,135
-0.6918179392814636,0.22677825391292572,0.20503580570220947,136
-0.7181302309036255,0.17139050364494324,0.20070484280586243,137
-0.7389635443687439,0.11363588273525238,0.19552934169769287,138
-0.7555734515190125,0.047239553183317184,0.20120655000209808,139
-0.7632359862327576,-0.012988908216357231,0.18809659779071808,140
-0.7649590969085693,-0.08441408723592758,0.19460105895996094,141
-0.759173572063446,-0.15238133072853088,0.19119034707546234,142
-0.7465345859527588,-0.21800710260868073,0.17623206973075867,143
-0.7282350063323975,-0.28075528144836426,0.1546524465084076,144
-0.7019547820091248,-0.3471856415271759,0.1361522227525711,145
-0.6681461334228516,-0.41373521089553833,0.11782096326351166,146
