pos X,pos Y,pos Z,t
0.0,0.0,1.0,0
-4.59496041003149e-05,0.0001460059720557183,1.0010581016540527,1
-0.0002966166357509792,0.00035682390443980694,1.0034270286560059,2
-0.0012005142634734511,0.00039964925963431597,1.0070908069610596,3
-0.0034841878805309534,8.341857756022364e-05,1.0122122764587402,4
-0.007851163856685162,-0.0006923741893842816,1.0186054706573486,5
-0.014851085841655731,-0.0019423026824370027,1.0260151624679565,6
-0.024857694283127785,-0.0036365268751978874,1.0342546701431274,7
-0.03807135671377182,-0.005746507551521063,1.0432168245315552,8
-0.05463624373078346,-0.008241373114287853,1.0528950691223145,9
-0.07456599175930023,-0.011122197844088078,1.0632262229919434,10
-0.09772761911153793,-0.014414431527256966,1.0740299224853516,11
-0.12405568361282349,-0.018149081617593765,1.0852078199386597,12
-0.1534937024116516,-0.022364210337400436,1.0966821908950806,13
-0.18605738878250122,-0.027113672345876694,1.1084764003753662,14
-0.22174149751663208,-0.032462600618600845,1.1205676794052124,15
-0.2604694664478302,-0.03848470374941826,1.1328175067901611,16
-0.3022782504558563,-0.045316118746995926,1.145215392112732,17
-0.3471818268299103,-0.05311134085059166,1.1577402353286743,18
-0.39516112208366394,-0.062058355659246445,1.170365810394287,19
-0.4461923837661743,-0.07235430181026459,1.1831132173538208,20
-0.5003211498260498,-0.08429962396621704,1.1961729526519775,21
-0.5573712587356567,-0.09817390888929367,1.2095664739608765,22
-0.617119550704956,-0.11428948491811752,1.2234028577804565,23
-0.6792340278625488,-0.1329174041748047,1.2377711534500122,24
-0.7433334589004517,-0.15436474978923798,1.2528630495071411,25
-0.808869481086731,-0.17877435684204102,1.268755316734314,26
-0.8752213716506958,-0.20619329810142517,1.2854267358779907,27
-0.9417530298233032,-0.23661941289901733,1.3029072284698486,28
-1.0078309774398804,-0.27004891633987427,1.3212809562683105,29
-1.0728514194488525,-0.30633264780044556,1.3404732942581177,30
-1.1361923217773438,-0.34538304805755615,1.360429286956787,31
-1.1972157955169678,-0.38714829087257385,1.381069302558899,32
-1.2552745342254639,-0.4314979314804077,1.4022201299667358,33
-1.3097411394119263,-0.4782641530036926,1.4236888885498047,34
-1.3601411581039429,-0.527158260345459,1.4452248811721802,35
-1.4060145616531372,-0.5778608918190002,1.466653823852539,36
-1.447252631187439,-0.6299132108688354,1.4877703189849854,37
-1.4839754104614258,-0.6828222870826721,1.5084093809127808,38
-1.5163625478744507,-0.736149787902832,1.5285143852233887,39
-1.5447665452957153,-0.7894843220710754,1.5480555295944214,40
-1.5697165727615356,-0.8424807190895081,1.566929578781128,41
-1.591681718826294,-0.89485102891922,1.5850971937179565,42
-1.6112091541290283,-0.9463559985160828,1.6024099588394165,43
-1.6288789510726929,-0.9968869090080261,1.6185967922210693,44
-1.6447579860687256,-1.0461279153823853,1.6339635848999023,45
-1.6592305898666382,-1.094016671180725,1.6483441591262817,46
-1.672542929649353,-1.1404786109924316,1.6617850065231323,47
-1.6849639415740967,-1.1854387521743774,1.6742346286773682,48
-1.696681261062622,-1.2288687229156494,1.6857728958129883,49
-1.707966923713684,-1.2708038091659546,1.6962156295776367,50
-1.7189503908157349,-1.3111659288406372,1.7057030200958252,51
-1.7297728061676025,-1.3499464988708496,1.7142438888549805,52
-1.740498423576355,-1.3870000839233398,1.7221662998199463,53
-1.7512534856796265,-1.4223829507827759,1.729358196258545,54
-1.7621209621429443,-1.4561125040054321,1.7358347177505493,55
-1.773154854774475,-1.4881174564361572,1.7417789697647095,56
-1.7844206094741821,-1.5184391736984253,1.7471601963043213,57
-1.7959333658218384,-1.547000527381897,1.7521657943725586,58
-1.807759165763855,-1.5738863945007324,1.7566581964492798,59
-1.819954514503479,-1.5990229845046997,1.7608851194381714,60
-1.8325204849243164,-1.6224656105041504,1.7647874355316162,61
-1.8455201387405396,-1.6442081928253174,1.7684712409973145,62
-1.8590658903121948,-1.6642180681228638,1.7720091342926025,63
-1.873234748840332,-1.6825571060180664,1.7754136323928833,64
-1.8881046772003174,-1.6992236375808716,1.778851866722107,65
-1.9037498235702515,-1.7142812013626099,1.7823549509048462,66
-1.920201301574707,-1.7278029918670654,1.7859991788864136,67
-1.9375509023666382,-1.7398922443389893,1.7897855043411255,68
-1.95600163936615,-1.7505613565444946,1.7941340208053589,69
-1.9755890369415283,-1.7600350379943848,1.7990142107009888,70
-1.996273159980774,-1.7686219215393066,1.8041367530822754,71
-2.018111228942871,-1.776487112045288,1.8097275495529175,72
-2.041024684906006,-1.7838984727859497,1.8156555891036987,73
-2.0649890899658203,-1.791107177734375,1.821974515914917,74
-2.0898919105529785,-1.798331379890442,1.8286943435668945,75
-2.115591526031494,-1.805790901184082,1.8356853723526,76
-2.141981601715088,-1.813697099685669,1.843047857284546,77
-2.1689093112945557,-1.8222354650497437,1.85073721408844,78
-2.1962246894836426,-1.831598162651062,1.8588943481445312,79
-2.223736524581909,-1.8419620990753174,1.8675785064697266,80
-2.2512612342834473,-1.8534241914749146,1.8765984773635864,81
-2.278599739074707,-1.866073489189148,1.885924220085144,82
-2.3055665493011475,-1.8798792362213135,1.8952254056930542,83
-2.331968307495117,-1.8949116468429565,1.9045395851135254,84
-2.3576271533966064,-1.9111411571502686,1.9137294292449951,85
-2.382337808609009,-1.9286365509033203,1.9228951930999756,86
-2.405947208404541,-1.9473612308502197,1.9319322109222412,87
-2.428252935409546,-1.967317819595337,1.9408693313598633,88
-2.449141025543213,-1.9883891344070435,1.9494919776916504,89
-2.468334436416626,-2.010617256164551,1.9579567909240723,90
