total thrust f,t
0.22185896337032318,0
0.18314233422279358,1
0.22322651743888855,2
0.2323848158121109,3
0.274448037147522,4
0.31789493560791016,5
0.3496639132499695,6
0.4041169285774231,7
0.44363316893577576,8
0.44972625374794006,9
0.4813901484012604,10
0.497765451669693,11
0.4888143539428711,12
0.4680023789405823,13
0.4651613235473633,14
0.4570580720901489,15
0.4385000765323639,16
0.4031134843826294,17
0.3588111400604248,18
0.2990829050540924,19
0.2842802107334137,20
0.25480109453201294,21
0.22975698113441467,22
0.20671290159225464,23
0.15454290807247162,24
0.14875973761081696,25
0.14487339556217194,26
0.1183142364025116,27
0.11876736581325531,28
0.09489984065294266,29
0.1286420375108719,30
0.10305702686309814,31
0.10413020104169846,32
0.11163309961557388,33
0.1585938036441803,34
0.17623427510261536,35
0.21075180172920227,36
0.212818443775177,37
0.25320541858673096,38
0.29815107583999634,39
0.3127247989177704,40
0.3183354437351227,41
0.32240065932273865,42
0.3452223241329193,43
0.3503086566925049,44
0.3588801622390747,45
0.3326302766799927,46
0.38148581981658936,47
0.3817001283168793,48
0.42562925815582275,49
0.4066436290740967,50
0.41139739751815796,51
0.35984522104263306,52
0.38995465636253357,53
0.3368069529533386,54
0.2993561327457428,55
0.3420238494873047,56
0.3331935703754425,57
0.29845696687698364,58
0.25930139422416687,59
0.2529105842113495,60
0.2623406946659088,61
0.18860064446926117,62
0.20757269859313965,63
0.19624552130699158,64
0.19499088823795319,65
0.16757622361183167,66
0.14732301235198975,67
0.20996321737766266,68
0.19697147607803345,69
0.21728317439556122,70
0.19860617816448212,71
0.26671576499938965,72
0.27974435687065125,73
0.24737697839736938,74
0.26085278391838074,75
0.2521025836467743,76
0.24847477674484253,77
0.30943793058395386,78
0.3103662133216858,79
0.25507450103759766,80
0.26267820596694946,81
0.25981268286705017,82
0.27662938833236694,83
0.3149997889995575,84
0.30703654885292053,85
0.28552407026290894,86
0.2858165204524994,87
0.2818824350833893,88
0.3067646920681,89
0.318388432264328,90
0.2818853557109833,91
0.2970049977302551,92
0.27404919266700745,93
0.3115112781524658,94
0.3108072280883789,95
0.2591168284416199,96
0.2995545566082001,97
0.2613479495048523,98
0.29429054260253906,99
0.24982911348342896,100
0.2956458330154419,101
0.31624695658683777,102
0.25203895568847656,103
0.25152188539505005,104
0.2674948573112488,105
0.291358083486557,106
0.3420063555240631,107
0.31104907393455505,108
0.28309041261672974,109
0.2427396923303604,110
0.2917187809944153,111
0.2771766185760498,112
0.2789047062397003,113
0.284358948469162,114
0.27130866050720215,115
0.2849139869213104,116
0.32893359661102295,117
0.33013591170310974,118
0.282565712928772,119
0.33255016803741455,120
0.3059370815753937,121
0.2968262732028961,122
0.3146217465400696,123
0.30538851022720337,124
0.3202649652957916,125
0.3277996778488159,126
0.3427567780017853,127
0.3161128759384155,128
0.2983033061027527,129
0.319830983877182,130
0.32777535915374756,131
0.288973331451416,132
0.29622358083724976,133
0.25930625200271606,134
0.3086080551147461,135
0.2973937690258026,136
0.30676767230033875,137
0.27291998267173767,138
