T1,T2,T3,T4,t
0.06565196812152863,0.01076732948422432,0.08565184473991394,0.012871738523244858,0
0.08052130788564682,0.007090184837579727,0.08181239664554596,0.015533071011304855,1
0.08048564195632935,0.018358513712882996,0.08532188087701797,0.018245629966259003,2
0.07805939018726349,0.01957019604742527,0.08511719852685928,0.026925185695290565,3
0.08900362998247147,0.03710690513253212,0.08508040755987167,0.04285755753517151,4
0.09468315541744232,0.05581315606832504,0.09212963283061981,0.055512018501758575,5
0.11247175186872482,0.06523512303829193,0.11055615544319153,0.06235044077038765,6
0.10065178573131561,0.08603132516145706,0.09990653395652771,0.08493251353502274,7
0.1029435470700264,0.09900583326816559,0.09986592829227448,0.10170531272888184,8
0.09567508101463318,0.11392316222190857,0.08838877826929092,0.11388461291790009,9
0.1024727150797844,0.12562295794487,0.0967419371008873,0.12236092984676361,10
0.11201868951320648,0.13297711312770844,0.10600698739290237,0.12735462188720703,11
0.10191550105810165,0.14011213183403015,0.09610366821289062,0.13552531599998474,12
0.09468278288841248,0.14152121543884277,0.08760620653629303,0.1383429616689682,13
0.09455139935016632,0.1397382616996765,0.08827193826436996,0.1384882628917694,14
0.0811692476272583,0.1343197226524353,0.07539363205432892,0.13386152684688568,15
0.0999346524477005,0.1295098215341568,0.09284690022468567,0.1259777545928955,16
0.07099160552024841,0.12291424721479416,0.06732186675071716,0.12128502875566483,17
0.07142206281423569,0.11258503794670105,0.06808999180793762,0.11363568902015686,18
0.07315415889024734,0.09889557212591171,0.07146214693784714,0.09946782141923904,19
0.050696540623903275,0.08953128755092621,0.05526236817240715,0.09493426978588104,20
0.0525970458984375,0.07655040919780731,0.05351598188281059,0.07825082540512085,21
0.0505993627011776,0.06879986077547073,0.05057165026664734,0.0706668347120285,22
0.05444007366895676,0.05534029006958008,0.05720794200897217,0.05346078425645828,23
0.04633265361189842,0.052800677716732025,0.0485040582716465,0.05218326300382614,24
0.043190158903598785,0.04595213010907173,0.04588884115219116,0.048458997160196304,25
0.04018022492527962,0.038089361041784286,0.04451905936002731,0.03608612343668938,26
0.05351148918271065,0.03222650662064552,0.056238893419504166,0.031534094363451004,27
0.05181794986128807,0.027310866862535477,0.05830492824316025,0.030122537165880203,28
0.043321073055267334,0.023736894130706787,0.04981386661529541,0.025994211435317993,29
0.042390331625938416,0.02108735591173172,0.04805636405944824,0.022535599768161774,30
0.05627303570508957,0.019003016874194145,0.06360039114952087,0.02230842225253582,31
0.06692896783351898,0.022529881447553635,0.07638183236122131,0.0227675698697567,32
0.05633929371833801,0.027906998991966248,0.05705774575471878,0.030307911336421967,33
0.06328562647104263,0.030437111854553223,0.0693339854478836,0.03258226066827774,34
0.06898561865091324,0.03709844499826431,0.07183409482240677,0.036600030958652496,35
0.08440952748060226,0.04017522186040878,0.08923254907131195,0.04462042823433876,36
0.09532064199447632,0.047084320336580276,0.10176572948694229,0.04798302426934242,37
0.08428431302309036,0.05307653173804283,0.08243772387504578,0.054922427982091904,38
0.09191728383302689,0.05958890914916992,0.09389498829841614,0.06442080438137054,39
0.07407230138778687,0.06671259552240372,0.07139812409877777,0.06796453148126602,40
0.08228380233049393,0.07697141170501709,0.07705046981573105,0.07623657584190369,41
0.08192688226699829,0.08749574422836304,0.07761891186237335,0.08328251540660858,42
0.07358794659376144,0.08687183260917664,0.06931611150503159,0.09285514056682587,43
0.07702741771936417,0.09788832813501358,0.07015354186296463,0.09041405469179153,44
0.07162588089704514,0.10117767006158829,0.06703376770019531,0.10051729530096054,45
0.07171878963708878,0.10470761358737946,0.065667062997818,0.10332448780536652,46
0.07049886882305145,0.10445278882980347,0.06655456870794296,0.10207962989807129,47
0.06947031617164612,0.10627540946006775,0.06405490636825562,0.10427296161651611,48
0.058294154703617096,0.1053125411272049,0.05320075899362564,0.10897636413574219,49
0.06849780678749084,0.0997275561094284,0.06603901833295822,0.09455817937850952,50
0.05131534859538078,0.10173256695270538,0.04532211273908615,0.09907127916812897,51
0.05916513502597809,0.09701710194349289,0.05528726428747177,0.09988977760076523,52
0.0510113462805748,0.08455206453800201,0.05116689205169678,0.08730998635292053,53
0.055530890822410583,0.07492909580469131,0.05496963858604431,0.07622949033975601,54
0.05354432389140129,0.06854736804962158,0.0545722059905529,0.06476252526044846,55
0.03347797691822052,0.06748147308826447,0.032250989228487015,0.06767087429761887,56
0.058194611221551895,0.05363230034708977,0.0601353757083416,0.05747011676430702,57
0.045182548463344574,0.04591945558786392,0.04915663227438927,0.04898710548877716,58
0.050234440714120865,0.03786290064454079,0.054782021790742874,0.0407705195248127,59
0.05171545594930649,0.03451704606413841,0.05802853778004646,0.034022312611341476,60
0.057812489569187164,0.03610541298985481,0.061462149024009705,0.037102628499269485,61
0.04055468738079071,0.038614410907030106,0.043693702667951584,0.03633533790707588,62
0.050135403871536255,0.0399167537689209,0.05245959013700485,0.038775473833084106,63
0.07829350233078003,0.0384175106883049,0.08538130670785904,0.04405511915683746,64
0.07029669731855392,0.040447793900966644,0.07620026916265488,0.037240125238895416,65
0.07804928719997406,0.043424732983112335,0.08152253180742264,0.045742493122816086,66
0.07255320996046066,0.04982093721628189,0.07482335716485977,0.04598144069314003,67
0.08081585168838501,0.05299049988389015,0.08190303295850754,0.0585029162466526,68
0.08215431869029999,0.055156201124191284,0.08595247566699982,0.053369373083114624,69
0.0939558744430542,0.0579221248626709,0.09502817690372467,0.060343608260154724,70
0.06820232421159744,0.06293435394763947,0.06674396991729736,0.06350243091583252,71
0.04728150740265846,0.07315109670162201,0.042594000697135925,0.06993164867162704,72
0.07242486625909805,0.07364435493946075,0.07013504952192307,0.0689544528722763,73
0.08111180365085602,0.07448176294565201,0.07724182307720184,0.08272045105695724,74
0.0676693469285965,0.07158610224723816,0.06718922406435013,0.07083646953105927,75
0.0708838477730751,0.0759231373667717,0.06904085725545883,0.07221034914255142,76
0.05843887850642204,0.08406027406454086,0.05444445088505745,0.0826902762055397,77
0.06390649825334549,0.08150969445705414,0.060782283544540405,0.08464878797531128,78
0.06418857723474503,0.0807383581995964,0.06187553331255913,0.07842221111059189,79
0.05364362150430679,0.08410072326660156,0.05062045529484749,0.08517122268676758,80
0.07158331573009491,0.07882282137870789,0.07077835500240326,0.07672035694122314,81
0.04750652611255646,0.08376936614513397,0.04556042328476906,0.08292645215988159,82
0.0723552256822586,0.07601390033960342,0.07116179168224335,0.07672526687383652,83
0.07208423316478729,0.07325055450201035,0.0718865767121315,0.07720217853784561,84
0.06410465389490128,0.06963122636079788,0.06590546667575836,0.06933223456144333,85
0.06441529840230942,0.07152573764324188,0.06447259336709976,0.06898154318332672,86
0.0678752213716507,0.06934814155101776,0.06753216683864594,0.07262839376926422,87
0.07732714712619781,0.06521321088075638,0.07900485396385193,0.06749812513589859,88
0.07720343768596649,0.06325297057628632,0.08065143972635269,0.0635824203491211,89
0.08043533563613892,0.06848347932100296,0.0807429850101471,0.06601148098707199,90
0.05746471881866455,0.07384563982486725,0.05672432482242584,0.07359042763710022,91
0.07646448165178299,0.06895418465137482,0.07717917859554291,0.06929802894592285,92
0.06216607615351677,0.07356879115104675,0.061745673418045044,0.07097817957401276,93
0.056017789989709854,0.0757511705160141,0.05289153382182121,0.07706940174102783,94
0.05838750675320625,0.07249785959720612,0.05976082384586334,0.06912313401699066,95
0.09674572199583054,0.06886770576238632,0.0957251489162445,0.07553326338529587,96
0.06951873749494553,0.0651664286851883,0.07124948501586914,0.06804178655147552,97
0.0678681954741478,0.06846688687801361,0.07043711096048355,0.06300006806850433,98
0.07636655122041702,0.07211964577436447,0.07489989697933197,0.07098831981420517,99
0.07011876255273819,0.07050564140081406,0.07061934471130371,0.07322853058576584,100
0.07404261827468872,0.0703970342874527,0.07490858435630798,0.06842677295207977,101
0.09079699963331223,0.06739228963851929,0.0930672138929367,0.07062673568725586,102
0.06811129301786423,0.0736885741353035,0.06534620374441147,0.07045204192399979,103
0.08890065550804138,0.0708639994263649,0.08994477242231369,0.07457389682531357,104
0.060621947050094604,0.07734107226133347,0.05829988047480583,0.07412000745534897,105
0.08347976207733154,0.0737973004579544,0.0830589160323143,0.0758693516254425,106
0.07962755858898163,0.06887180358171463,0.08135485649108887,0.0732768252491951,107
0.07390191406011581,0.07540658116340637,0.07295619696378708,0.06981877982616425,108
