l_vel X,l_vel Y,l_vel Z,t
-0.6075671911239624,-0.4769303500652313,-0.11169625073671341,0
0.009214475750923157,-0.005126988515257835,0.08605235069990158,1
0.009506204165518284,-0.01801091991364956,0.14532041549682617,2
0.00370793417096138,-0.038463614881038666,0.20382234454154968,3
-0.006648373324424028,-0.0670066550374031,0.2731897234916687,4
-0.02301560528576374,-0.10342437773942947,0.33535799384117126,5
-0.04510360583662987,-0.14779692888259888,0.3894577920436859,6
-0.07512032240629196,-0.20034313201904297,0.4526824951171875,7
-0.1153489500284195,-0.257529079914093,0.4969499111175537,8
-0.16394907236099243,-0.318410187959671,0.5309330821037292,9
-0.22967290878295898,-0.3813283145427704,0.5719527006149292,10
-0.3091786503791809,-0.44039005041122437,0.6100977063179016,11
-0.39910003542900085,-0.4917072355747223,0.6367398500442505,12
-0.5086398124694824,-0.5365567803382874,0.6696155071258545,13
-0.6306734085083008,-0.5731578469276428,0.6971710324287415,14
-0.7635354995727539,-0.603932797908783,0.7151027321815491,15
-0.9061518907546997,-0.6298180818557739,0.7237759232521057,16
-1.0555260181427002,-0.6541327238082886,0.7216110229492188,17
-1.2113760709762573,-0.6801530122756958,0.7080402970314026,18
-1.375359296798706,-0.7096736431121826,0.6886667609214783,19
-1.5419893264770508,-0.7447543144226074,0.6603040099143982,20
-1.7144020795822144,-0.7893349528312683,0.6271194815635681,21
-1.8865599632263184,-0.8437957167625427,0.5889133810997009,22
-2.0608205795288086,-0.9097356200218201,0.551379382610321,23
-2.2305452823638916,-0.986343502998352,0.5146868228912354,24
-2.39993953704834,-1.0796834230422974,0.48682901263237,25
-2.5606863498687744,-1.1818609237670898,0.4690219461917877,26
-2.7087013721466064,-1.2986844778060913,0.46314749121665955,27
-2.8370440006256104,-1.4259940385818481,0.46891286969184875,28
-2.942312479019165,-1.5602363348007202,0.48939597606658936,29
-3.0187671184539795,-1.6935518980026245,0.5165572166442871,30
-3.063546657562256,-1.8274632692337036,0.5560739636421204,31
-3.078925132751465,-1.9556013345718384,0.6083357334136963,32
-3.060662269592285,-2.0656628608703613,0.6537917852401733,33
-3.0119287967681885,-2.159550905227661,0.6996850371360779,34
-2.937495708465576,-2.2384214401245117,0.7484825253486633,35
-2.8356921672821045,-2.3036091327667236,0.8017874360084534,36
-2.7079198360443115,-2.3531506061553955,0.8540430665016174,37
-2.5641350746154785,-2.386338710784912,0.8965256810188293,38
-2.387270450592041,-2.410508155822754,0.9535016417503357,39
-2.2007453441619873,-2.420677661895752,1.00202476978302,40
-2.010293483734131,-2.417083740234375,1.0417191982269287,41
-1.822805643081665,-2.400254726409912,1.070733904838562,42
-1.6420682668685913,-2.370575189590454,1.0914071798324585,43
-1.4706374406814575,-2.3296170234680176,1.1046903133392334,44
-1.3163857460021973,-2.2801671028137207,1.1078659296035767,45
-1.1803032159805298,-2.2239410877227783,1.098204493522644,46
-1.0558768510818481,-2.161376953125,1.0844902992248535,47
-0.9440033435821533,-2.092632532119751,1.0679569244384766,48
-0.8530513048171997,-2.026524782180786,1.0363796949386597,49
-0.7806830406188965,-1.96550452709198,0.9911017417907715,50
-0.7169283032417297,-1.8996381759643555,0.9476662278175354,51
-0.6680999994277954,-1.8418813943862915,0.8883286714553833,52
-0.6275830268859863,-1.7845804691314697,0.8278940916061401,53
