T1_change,T2_change,T3_change,T4_change,t
0.09314870089292526,0.078033946454525,0.11706703901290894,0.10399476438760757,0
-0.007378220558166504,0.02257455140352249,-0.02257359027862549,0.008191220462322235,1
-0.002264849841594696,0.010322615504264832,-0.01775830239057541,-0.0012305229902267456,2
-0.009092651307582855,0.008091874420642853,-0.009695358574390411,0.005826316773891449,3
0.00485452264547348,-0.003295905888080597,0.019977785646915436,0.00041047483682632446,4
-0.012794174253940582,0.01100650429725647,-0.002766244113445282,0.006508819758892059,5
-0.022056471556425095,0.021753236651420593,-0.03676982596516609,0.015481017529964447,6
-0.003919545561075211,0.0014005154371261597,0.007314644753932953,-0.01003168523311615,7
0.022926360368728638,-0.015068396925926208,0.011207204312086105,-0.018247410655021667,8
0.00016451627016067505,0.003816157579421997,-0.010690256953239441,0.008979208767414093,9
0.025558210909366608,-0.02218841016292572,0.02737601101398468,-0.01582462340593338,10
0.0008516907691955566,-0.004206754267215729,-0.003288477659225464,0.000993095338344574,11
0.0029118508100509644,-0.006477437913417816,0.0031967833638191223,-0.0011431798338890076,12
0.0031091123819351196,-0.007207177579402924,0.008003383874893188,-0.0022672638297080994,13
-0.006164237856864929,0.0032228827476501465,-0.004433147609233856,0.002500206232070923,14
-0.006770513951778412,0.005137056112289429,-0.004692897200584412,0.004742935299873352,15
0.001966722309589386,-0.006616130471229553,0.003157883882522583,-0.004305243492126465,16
-0.007722079753875732,0.003867030143737793,-0.008166544139385223,0.0016762018203735352,17
0.005224607884883881,-0.00036194920539855957,0.0073471590876579285,0.0034101754426956177,18
-0.004215165972709656,0.002038329839706421,-0.0051459819078445435,0.0016183555126190186,19
0.00010924786329269409,0.0036225616931915283,-0.002799995243549347,0.004030928015708923,20
-0.004268847405910492,0.0017090439796447754,-0.0027387961745262146,0.0010782033205032349,21
0.0001185685396194458,-0.0022187158465385437,-0.0002413913607597351,-0.0012014582753181458,22
-0.0013625174760818481,-0.0012572109699249268,0.004318922758102417,9.833276271820068e-05,23
0.007483519613742828,0.0038645565509796143,-0.0008014217019081116,0.006503000855445862,24
0.0049728453159332275,-0.008519701659679413,0.015932418406009674,-0.008356742560863495,25
0.001349806785583496,-0.0011272504925727844,0.004536926746368408,-0.003447495400905609,26
0.0012976080179214478,-0.005086988210678101,0.009895138442516327,-0.008828386664390564,27
-0.003033153712749481,-0.003614850342273712,-0.006384208798408508,-0.010717816650867462,28
0.0016155242919921875,0.003929883241653442,0.0027050822973251343,0.006537452340126038,29
-0.00015746057033538818,-0.0033914372324943542,0.0005382820963859558,-0.00852452963590622,30
-0.0036725327372550964,-0.004217781126499176,0.0024757087230682373,-0.00991075485944748,31
-0.005623199045658112,0.013054676353931427,-0.017528414726257324,0.00791092962026596,32
0.005172543227672577,-0.0053536295890808105,0.012234583497047424,-0.009694933891296387,33
0.007859505712985992,0.0070200711488723755,-0.002130158245563507,0.01452048122882843,34
0.004109494388103485,0.0012657567858695984,-0.0057022422552108765,-0.004878081381320953,35
0.013850905001163483,-0.008951351046562195,0.010439388453960419,-0.000857919454574585,36
0.010654553771018982,-0.0037011802196502686,-0.0032000690698623657,0.00236491858959198,37
0.01011715829372406,-0.016987115144729614,0.012610889971256256,-0.013341739773750305,38
0.007036939263343811,-0.01903723180294037,0.014197543263435364,-0.012926831841468811,39
-0.00477251410484314,-0.002191387116909027,-0.005464762449264526,-0.0005920007824897766,40
-0.01567823439836502,-0.0014949403703212738,-0.004051581025123596,-0.006890010088682175,41
-0.037765853106975555,0.02673393115401268,-0.02892773598432541,0.019092794507741928,42
0.009974531829357147,-0.0036427974700927734,-0.010444991290569305,0.008123084902763367,43
-0.011707872152328491,-0.004840262234210968,0.004860378801822662,-0.016156725585460663,44
-0.008603833615779877,0.004457935690879822,-0.015620440244674683,0.005847662687301636,45
-0.00428367406129837,0.0012479275465011597,-0.005061827600002289,0.00607791543006897,46
-0.002282906323671341,-0.009966634213924408,0.004865996539592743,-0.01803203672170639,47
0.010767560452222824,0.002231597900390625,-0.0072205811738967896,0.019325077533721924,48
-0.017962679266929626,-0.010426405817270279,0.0022658035159111023,-0.03185568377375603,49
0.014544613659381866,-0.007255148142576218,0.010500021278858185,0.008390028029680252,50
-0.01684243232011795,0.010078523308038712,-0.01857529953122139,0.0012593455612659454,51
