drag X,drag Y,drag Z,X_n,Y_n,Z_n,t
0.014971579425036907,-3.1200775993056595e-05,-0.0,0.0016648083692416549,0.003239636542275548,0.0028617309872061014,0
0.014758587814867496,-0.00011849213478853926,-0.0011130351340398192,0.0169391930103302,0.0002590242656879127,0.002728019841015339,1
0.014707806520164013,-0.0001538024953333661,-0.001938228728249669,0.016609512269496918,-0.0032181909773498774,-0.0030296428594738245,2
0.014805891551077366,-0.00024066456535365433,-0.0025933897122740746,0.022208383306860924,0.00212965440005064,-0.003333830740302801,3
0.014702916145324707,-0.00018139743770007044,-0.0031961339991539717,0.015272808261215687,-0.00025476663722656667,-0.0016191333997994661,4
0.014952274039387703,-0.00048324218369089067,-0.003994746599346399,0.01420455053448677,-0.005548190791159868,0.0029929953161627054,5
0.014254617504775524,-0.0007465152302756906,-0.005039687268435955,0.017389018088579178,0.0017901788232848048,-0.0035776908043771982,6
0.014223569072782993,-0.0011665767524391413,-0.006466223858296871,0.019604317843914032,-0.004633242264389992,-0.0023968182504177094,7
0.013828941620886326,-0.001848726999014616,-0.00789374765008688,0.017764661461114883,-0.0011537097161635756,-0.00627604965120554,8
0.013439008966088295,-0.00232149800285697,-0.009537692181766033,0.01685630902647972,-2.951070200651884e-05,-0.008938447572290897,9
0.012756570242345333,-0.002888838294893503,-0.0111162718385458,0.011807059869170189,-0.005562149919569492,-0.009404820390045643,10
0.01244147028774023,-0.0030074603855609894,-0.012830587103962898,0.013464468531310558,2.012355253100395e-06,-0.0063306791707873344,11
0.012198073789477348,-0.0030969639774411917,-0.014556536450982094,0.011358693242073059,-0.003382764058187604,-0.009661375544965267,12
0.012094405479729176,-0.00322139379568398,-0.016208821907639503,0.012754158116877079,-0.00341802928596735,-0.010176210664212704,13
0.012048142030835152,-0.003599712857976556,-0.0179129745811224,0.014600234106183052,-0.004626307170838118,-0.014554099179804325,14
0.01201009564101696,-0.004000885412096977,-0.01957206428050995,0.012064559385180473,-0.006502095609903336,-0.014197677373886108,15
0.012150241993367672,-0.004587208386510611,-0.021413449198007584,0.011420832015573978,-0.005753699690103531,-0.01920638419687748,16
0.011653502471745014,-0.005564932245761156,-0.02297886647284031,0.016505857929587364,-0.006253493949770927,-0.023099791258573532,17
0.011239752173423767,-0.006714234594255686,-0.024657342582941055,0.0061719478107988834,-0.010629042983055115,-0.02521972544491291,18
0.010594901628792286,-0.008009166456758976,-0.026301676407456398,0.0067502097226679325,-0.012134430930018425,-0.020431671291589737,19
0.00977369211614132,-0.009683806449174881,-0.02807200700044632,0.012116077356040478,-0.007574699819087982,-0.024166200309991837,20
0.008709058165550232,-0.011500501073896885,-0.029637083411216736,0.008570034056901932,-0.00992287416011095,-0.030125467106699944,21
0.00723494216799736,-0.013687784783542156,-0.031026648357510567,0.01352253369987011,-0.007876452058553696,-0.03246589004993439,22
0.005702794063836336,-0.0161953903734684,-0.03240064159035683,0.0031081498600542545,-0.014218601398169994,-0.030297307297587395,23
0.0033688675612211227,-0.01877271756529808,-0.03307301551103592,0.011553719639778137,-0.012894801795482635,-0.03476714342832565,24
0.0012863546144217253,-0.021581241860985756,-0.0337105467915535,0.009374987334012985,-0.01629132777452469,-0.03354295715689659,25
-0.0014426683774217963,-0.02448948100209236,-0.033832892775535583,0.0002811846788972616,-0.020119719207286835,-0.031551215797662735,26
-0.004979120567440987,-0.027375973761081696,-0.03339138254523277,-0.006447229068726301,-0.022003283724188805,-0.03585831820964813,27
-0.009544692002236843,-0.02995436079800129,-0.0322672538459301,-0.005884959828108549,-0.025072092190384865,-0.030702508985996246,28
-0.01447676308453083,-0.031994037330150604,-0.030548781156539917,-0.006941116414964199,-0.03203344717621803,-0.036206621676683426,29
-0.019775444641709328,-0.03324891999363899,-0.02804683707654476,-0.01876291260123253,-0.03810388222336769,-0.026184719055891037,30
-0.02511867694556713,-0.033676594495773315,-0.024850239977240562,-0.012744074687361717,-0.03142177313566208,-0.022322162985801697,31
-0.03019046038389206,-0.032921403646469116,-0.020925061777234077,-0.02951623685657978,-0.03439764305949211,-0.027358969673514366,32
-0.034922223538160324,-0.0314825065433979,-0.016567368060350418,-0.03401293233036995,-0.03321495279669762,-0.019657427445054054,33
-0.03933529555797577,-0.02903774380683899,-0.0117331612855196,-0.03171299770474434,-0.03583693504333496,-0.01562681421637535,34
-0.042442236095666885,-0.025524267926812172,-0.006632435601204634,-0.043662670999765396,-0.03009011596441269,-0.013014277443289757,35
-0.04478759318590164,-0.021313253790140152,-0.0018332126783207059,-0.03650873526930809,-0.02648480236530304,-0.0011793561279773712,36
-0.04597729444503784,-0.016939345747232437,0.0023077356163412333,-0.04806910455226898,-0.013624124228954315,-0.002522572875022888,37
-0.046488206833601,-0.012304786592721939,0.005582071375101805,-0.0468800850212574,-0.013536953367292881,0.004469422623515129,38
-0.046028174459934235,-0.007586151827126741,0.007846488617360592,-0.04694361984729767,-0.008779747411608696,0.0075529152527451515,39
-0.044878218322992325,-0.003070804523304105,0.009219503961503506,-0.052148375660181046,-0.006741318851709366,0.01240414846688509,40
-0.043509867042303085,0.0007025229861028492,0.009840087033808231,-0.044772982597351074,-0.0043370830826461315,0.009077297523617744,41
-0.04193531721830368,0.004368619527667761,0.010167817585170269,-0.0430167093873024,-0.0006323835696093738,0.011130104772746563,42
